Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-09-26,13.9568,13.9568,12.7495,13.0392,7685.296819447
2022-09-27,13.0392,13.2324,12.9427,13.0875,10014.802119697
2022-09-28,13.1358,13.1358,12.508,12.5563,4976.858657023
2022-09-29,12.5563,13.7154,12.3631,12.6529,17158.618373797
2022-09-30,13.2807,13.5705,12.7495,13.1358,1705.197879783
2022-10-03,13.2807,13.4256,12.8461,13.1358,995.992932818
2022-10-04,13.329,13.6671,13.0875,13.0875,3856.625441525
2022-10-05,13.1841,13.6671,13.1841,13.329,2234.254416862
2022-10-06,13.6188,13.6188,13.1358,13.5705,1123.339222565
2022-10-07,13.6671,13.6671,13.2324,13.2324,1996.127208392
2022-10-10,13.4256,13.4256,13.2324,13.329,416.204946978
2022-10-11,13.5705,14.0051,13.4739,13.6671,1815.978798506
2022-10-12,14.0051,14.0051,13.5222,13.5222,2040.646643019
2022-10-13,13.8119,13.8119,13.1358,13.6671,2573.844522854
2022-10-14,13.9568,13.9568,13.4739,13.4739,4195.180211828
2022-10-17,13.5222,13.6188,13.2807,13.4739,1551.968197811
2022-10-18,13.5222,13.6671,13.2807,13.4256,5752.325088084
2022-10-19,13.4739,13.7637,12.5563,12.5563,5760.607773596
2022-10-20,12.7978,12.7978,12.5563,12.6529,1260.003533513
2022-10-21,12.8461,12.8461,12.5563,12.6046,2301.551236647
2022-10-24,12.7978,12.8461,12.7012,12.8461,1186.494699594
2022-10-25,12.8461,13.5222,12.6529,13.0392,7405.756183417
2022-10-26,13.0392,13.0392,12.991,12.991,1155.434628924
2022-10-27,13.0392,13.0392,12.7978,12.991,3790.363957429
2022-10-28,12.9427,12.9427,12.6529,12.7495,5841.363957338
2022-10-31,12.9427,13.1358,12.9427,13.1358,1383.208480504
2022-11-02,13.329,13.9568,13.2807,13.6188,3509.78798571
2022-11-03,14.2466,14.2949,14.0051,14.2949,1487.777385093
2022-11-04,14.4881,15.0676,14.4398,14.4881,4753.226148199
2022-11-07,14.6812,14.7778,14.1017,14.2949,2813.007067013
2022-11-08,14.6329,14.6329,14.2949,14.4881,331.30742048
2022-11-09,14.6812,14.6812,14.1983,14.5363,3070.805653574
2022-11-10,14.971,15.1642,14.9227,14.971,6434.611307135
2022-11-14,15.1642,15.5022,15.0193,15.5022,3224.035335546
2022-11-15,15.0676,15.2608,14.5363,14.8261,2825.431095281
2022-11-16,14.6812,14.971,14.6812,14.7778,1014.62897522
2022-11-17,14.971,15.0193,14.7295,14.7778,298.176678432
2022-11-18,14.7778,14.7778,14.7295,14.7778,1001.169611263
2022-11-21,14.7778,14.7778,14.4881,14.6329,1540.579505232
2022-11-22,14.7295,14.7778,14.4881,14.5363,819.985865688
2022-11-23,14.5363,14.8261,14.5363,14.6812,1238.261484044
2022-11-24,14.6812,14.6812,14.4881,14.4881,1671.031802046
2022-11-25,14.5846,14.5846,13.9568,14.2949,815.844522932
2022-11-28,14.2949,14.6812,14.2949,14.6329,73.508833919
2022-11-29,14.6329,14.6812,14.5846,14.6812,842.763250846
2022-11-30,14.6812,15.1159,14.5846,14.5846,3095.65371011
2022-12-01,14.6329,15.1159,14.6329,15.0676,5266.752649943
2022-12-02,15.1642,15.1642,15.0193,15.0676,1249.650176623
2022-12-05,15.0676,15.2608,15.0193,15.1159,1737.293286142
2022-12-06,15.1159,15.1642,14.8261,14.8261,2811.971731324
2022-12-07,15.2608,15.4539,14.8744,15.309,2192.840989302
2022-12-08,15.4539,15.4539,15.0676,15.4539,1596.487632438
2022-12-09,15.4539,15.4539,15.3573,15.3573,1332.477031743
2022-12-12,15.4056,15.4539,15.309,15.4056,957.685512325
2022-12-13,15.309,15.4056,15.0676,15.4056,921.44876321
2022-12-14,15.3573,15.4539,15.2608,15.4539,1857.392226066
2022-12-15,15.4539,15.4539,15.0676,15.0676,7269.091872469
2022-12-16,15.0676,15.0676,14.6812,14.6812,2212.512367393
2022-12-19,14.4881,14.8744,14.4881,14.8261,736.123674879
2022-12-20,14.8261,14.8261,14.5363,14.7295,1105.738515852
2022-12-21,14.7295,14.7295,14.5846,14.6329,1066.39575967
2022-12-22,14.6329,14.7778,14.3915,14.4398,8017.639575616
2022-12-23,14.4398,14.4398,14.15,14.15,3864.908127037
2022-12-27,14.15,14.15,13.1358,13.4739,19515.042401961
2022-12-28,13.3773,13.7154,13.0875,13.1358,13980.137808567
2022-12-29,13.2324,13.6188,13.2324,13.4256,12708.745582475
2022-12-30,13.4256,13.6188,12.991,13.0392,36051.424026669
2023-01-02,13.1358,13.9568,13.1358,13.6188,6717.257950232
2023-01-03,13.9085,14.6812,13.8602,14.6812,7979.332155123
2023-01-04,14.7295,16.1783,14.7295,15.6471,13128.05653652
2023-01-05,15.6471,16.0334,15.1642,15.7437,7067.201413114
2023-01-09,15.7437,16.2266,15.1642,16.0334,3807.964664142
2023-01-10,15.792,15.9852,15.792,15.8403,831.374558267
2023-01-11,15.9369,16.13,15.7437,15.7437,1323.159010542
2023-01-12,14.9227,15.5988,14.9227,15.2608,10056.215547257
2023-01-13,15.2608,16.4198,15.1642,15.4056,7200.759716995
2023-01-16,15.8886,16.13,15.5505,15.9852,3373.123674762
2023-01-17,16.13,16.13,16.0334,16.13,584.964664285
2023-01-18,16.13,17.0959,15.8403,16.9027,5558.717314241
2023-01-19,16.9027,16.951,15.9852,15.9852,2331.575971628
2023-01-20,16.0334,16.4198,16.0334,16.13,491.784452275
2023-01-23,16.2266,16.9027,16.2266,16.7096,3066.664310818
2023-01-24,16.9993,17.0476,16.8061,16.8061,463.830388672
2023-01-25,16.8544,21.056,16.613,19.3174,146613.88691929
2023-01-26,19.5106,19.5106,17.5788,17.9652,45985.469962624
2023-01-27,17.772,17.9169,16.9993,17.6754,31191.558302503
2023-01-30,17.772,18.7862,17.5788,18.3515,128430.28621338
2023-01-31,18.3515,18.593,18.0618,18.0618,22696.628974258
2023-02-01,18.0618,18.0618,17.5788,17.8203,2322.257950427
2023-02-02,17.772,18.1584,17.5305,18.1584,4871.254416745
2023-02-03,18.2067,18.2067,17.4823,17.6754,2113.120141249
2023-02-06,17.6754,17.6754,16.951,17.3374,13366.18374499
2023-02-07,17.3857,17.6271,17.3374,17.4823,1725.904593563
2023-02-08,17.4823,17.4823,16.951,17.1442,16193.685511649
2023-02-09,17.1925,17.1925,16.613,16.9027,7591.081271748
2023-02-10,16.8061,16.8544,16.3232,16.8544,3481.833922107
2023-02-13,16.8544,16.8544,16.4198,16.5164,2521.042402715
2023-02-14,16.5164,16.5647,16.0334,16.4681,5315.413427326
2023-02-15,16.4681,16.4681,16.0334,16.1783,9278.678444818
2023-02-16,16.3232,16.5164,16.2749,16.4198,1930.901059985
2023-02-17,16.4198,16.4198,15.8886,16.2266,3342.063604092
2023-02-20,15.9852,16.3715,15.9852,16.3232,139.770318015
2023-02-21,16.5164,16.5647,16.5164,16.5164,1687.59717307
2023-02-22,16.5647,16.5647,15.7437,16.2749,2776.770317898
2023-02-23,16.2749,16.5647,16.2266,16.5647,877.964664272
2023-02-24,16.5164,16.8544,16.2749,16.7578,1872.922261401
2023-02-27,16.4198,16.4198,16.13,16.3232,2886.515900932
2023-02-28,16.3715,17.8203,16.3232,17.5788,22790.844521957
2023-03-01,17.5788,17.5788,17.2408,17.434,5997.699646377
2023-03-02,17.4823,18.593,17.0476,17.5305,110557.28621418
2023-03-03,17.6271,17.6754,17.1925,17.3374,8642.982331772
2023-03-06,17.3374,17.3857,16.9993,17.2408,3598.826854964
2023-03-07,17.3374,17.3857,17.0476,17.1442,1927.795052918
2023-03-08,17.1442,17.772,16.9993,17.772,175875.5794975
2023-03-09,17.772,18.8345,17.7237,18.3032,19380.448762391
2023-03-10,18.0618,18.3032,17.7237,17.772,5106.275618148
2023-03-13,17.6754,17.7237,16.7096,17.7237,11246.851589607
2023-03-14,18.0618,18.0618,17.7237,17.772,2481.699646533
2023-03-15,18.0618,18.0618,17.0959,17.3857,3731.349823156
2023-03-16,17.3857,17.8686,16.9027,16.951,3374.159010451
2023-03-17,17.0476,17.3857,16.9027,17.0476,1403.915194284
2023-03-20,17.1442,17.2891,16.6613,17.0959,2821.289752525
2023-03-21,17.0959,17.3857,16.9993,17.3374,2450.639575863
2023-03-22,17.3374,17.5305,16.9993,17.3374,1479.494699581
2023-03-23,17.3374,17.5305,17.0959,17.3374,549.763250859
2023-03-24,17.2891,17.2891,16.9027,17.1925,1705.197879783
2023-03-27,17.2408,18.6413,17.1442,18.1584,31746.498231807
2023-03-28,18.3032,18.4964,17.8203,18.0618,5760.607773596
2023-03-29,17.8686,18.3032,17.8686,18.1101,2136.932862096
2023-03-30,18.2067,18.3032,17.8203,18.2549,3815.212013965
2023-03-31,18.3515,18.4964,17.8203,18.4481,6549.533568614
2023-04-03,18.3515,18.4481,17.434,18.2067,3957.053003358
2023-04-04,18.1584,18.3998,17.4823,18.3998,1928.830388607
2023-04-05,18.4481,18.4481,17.772,17.8686,2048.929328531
2023-04-06,17.8686,18.2549,17.8686,18.2549,901.777385119
2023-04-11,18.2549,18.3515,18.0135,18.3515,8463.869257575
2023-04-12,18.1584,18.4481,18.1584,18.3515,13726.480564762
2023-04-13,18.1584,18.3515,18.0618,18.2549,989.780918684
2023-04-14,18.2549,18.3515,18.1584,18.3515,2032.363957507
2023-04-17,18.1584,18.3515,18.1584,18.3515,913.166077698
2023-04-18,18.3515,18.3515,18.2549,18.3515,1703.127208405
2023-04-19,18.3032,18.3032,17.8686,18.1584,2368.848056432
2023-04-20,18.1584,18.1584,17.9652,18.1101,1032.229681933
2023-04-21,18.1101,18.1101,17.434,17.8203,8910.098939534
2023-04-24,17.5788,17.9652,17.1925,17.5788,5354.756183508
2023-04-25,17.6754,17.9652,17.4823,17.6754,2298.44522958
2023-04-26,17.5788,17.9652,17.5788,17.8203,1861.533568822
2023-04-27,17.9169,18.1101,17.8203,18.0618,22450.219080276
2023-04-28,18.0618,18.0618,17.6271,17.7237,1354.219081212
2023-05-02,17.8686,18.1101,17.6271,17.6754,1762.141342678
2023-05-04,17.7237,18.0135,17.6754,17.6754,998.063604196
2023-05-05,17.7237,18.0135,17.7237,17.8203,206087.71023821
2023-05-08,17.8686,18.5447,17.8686,18.4481,9397.742049053
2023-05-09,18.6413,18.7862,18.3998,18.7379,2349.176678341
2023-05-10,18.5447,18.5447,17.9652,18.4481,3714.784452132
2023-05-11,18.4964,18.4964,17.772,17.8203,2647.353356773
2023-05-12,17.8203,18.2067,17.8203,17.8686,983.56890455
2023-05-15,17.8686,18.3515,17.8203,18.2067,3180.551236608
2023-05-16,18.5447,18.6413,18.5447,18.6413,8835.554769926
2023-05-17,18.6413,18.9311,18.2067,18.9311,9224.84098899
2023-05-18,18.9311,18.9311,18.3998,18.8345,977.356890416
2023-05-19,18.8345,18.8828,18.6896,18.8345,1899.840989315
2023-05-22,18.8828,19.1725,18.8345,19.0276,3094.618374421
2023-05-23,19.0759,19.1242,18.8345,18.9311,1224.802120087
2023-05-24,19.1242,19.1242,18.3515,18.8345,6655.137808892
2023-05-25,18.8345,18.8345,18.3515,18.5447,609.812720821
2023-05-26,18.5447,18.7862,18.3515,18.6896,1022.911660732
2023-05-29,18.7379,18.7379,18.4964,18.6413,486.60777383
2023-05-30,18.6896,18.6896,18.3032,18.3515,588.070671352
2023-05-31,18.5447,18.5447,18.0135,18.0135,3889.756183573
2023-06-01,17.9652,18.3515,17.8203,18.3515,4082.328621727
2023-06-02,17.8686,18.4964,17.8686,18.0618,3251.989399149
2023-06-05,18.4481,18.4481,16.951,17.1442,19181.664310103
2023-06-06,17.3374,17.6754,17.3374,17.5788,5254.328621675
2023-06-07,17.5788,17.5788,17.3857,17.5305,1581.992932792
2023-06-09,17.5305,17.772,17.3857,17.772,1548.862190744
2023-06-12,17.434,17.434,17.1442,17.1925,2210.441696015
2023-06-13,17.3857,17.6271,17.0959,17.0959,17547.904592861
2023-06-14,17.2891,17.5788,16.9993,17.3374,4913.703179994
2023-06-15,17.3374,17.3374,16.951,17.2891,2639.070671261
2023-06-16,17.1925,17.6271,16.9993,16.9993,5168.395759488
2023-06-19,16.9993,17.5788,16.951,17.3857,2045.823321464
2023-06-20,17.3374,17.3857,16.8544,17.2408,6844.604239979
2023-06-21,17.2408,17.5788,17.0476,17.4823,3400.042402676
2023-06-22,17.4823,17.5788,16.9993,17.3857,9693.848056107
2023-06-23,17.3374,17.3374,17.0476,17.0476,1514.696113007
2023-06-26,16.9993,17.1925,16.9993,17.1925,589.106007041
2023-06-27,17.1442,17.434,17.0476,17.3857,1496.060070605
2023-06-28,16.951,17.3857,16.9027,17.0959,4728.378091663
2023-06-29,17.0476,17.1925,16.9993,17.1925,675.038869228
2023-06-30,17.1442,17.1442,16.9027,16.9993,907.989399253
2023-07-03,17.0476,17.0476,16.951,16.951,294.035335676
2023-07-04,17.1442,17.3374,17.1442,17.1442,881.070671339
2023-07-05,17.1925,17.3374,17.0476,17.3374,2086.201413335
2023-07-06,17.2891,17.3374,17.1925,17.3374,2077.918727823
2023-07-07,17.2891,17.3374,17.0959,17.3374,361.332155461
2023-07-10,17.1442,17.1442,16.951,17.0959,755.79505297
2023-07-11,17.2891,17.2891,16.9027,17.0476,1231.014134221
2023-07-12,16.951,17.3374,16.951,17.1925,1892.593639492
2023-07-13,17.2408,17.3374,17.2408,17.2891,832.409893956
2023-07-14,17.3374,18.0618,17.2891,17.772,6152.999999727
2023-07-17,17.772,17.8686,17.3857,17.6271,4792.568904381
2023-07-18,17.6754,17.9169,17.1925,17.8203,17734.265016881
2023-07-19,17.8203,18.1584,17.3374,17.8203,24195.79505193
2023-07-20,17.8686,18.0618,17.8203,18.0618,6286.558303608
2023-07-21,18.0135,18.2067,17.9652,18.2067,909.024734942
2023-07-24,18.3032,18.5447,18.2067,18.4964,28475.872790256
2023-07-25,18.4964,18.4964,17.9652,18.1584,1756.964664233
2023-07-26,18.3515,18.3515,17.6754,17.7237,804.455830353
2023-07-27,17.7237,18.1101,17.7237,18.0135,1090.208480517
2023-07-28,17.9652,17.9652,17.7237,17.8686,1320.053003475
2023-07-31,18.0135,18.0135,17.434,17.772,1391.491166016
2023-08-01,17.772,17.8203,17.5788,17.772,895.565370985
2023-08-02,17.8203,18.2549,17.5788,17.8686,6276.204946718
2023-08-03,17.772,17.8686,17.4823,17.772,2795.4063603
2023-08-04,17.6271,17.8686,17.6271,17.6754,1358.360423968
